,title_2011,place_2011,title_2017,place_2017,sex,guid
315,Full Professor,University of Chicago,,,M,f3494e496dbb461583d6817593e4f7a6
316,Assistant Professor,Princeton University,,,F,f5b78b1abd304a51ab965569a38b1d5d
317,Associate Professor,Clemson University,,,M,ba67e170fd6e40d1af60b82fc39c843d
318,Full Professor,Carnegie Mellon University,,,F,d15d4acb21fd48aa913d04343a75fa4f
319,Assistant Professor,Vanderbilt University,,,F,0e0b343c8835408a99f68b12e8927ffa
320,Full Professor,University of Ottawa,,,M,1c98aa6734a245b4bb16bf717483f641
321,Full Professor,"University of North Carolina, Charlotte",,,M,13b7cb642792458f9985d91a7c3b9779
322,Full Professor,California Institute of Technology,,,M,1ac94949b12645f299981dd8ba0c402b
323,Full Professor,McMaster University,,,M,46f66edfda0c4aeb9e2b3e22a8bbf052
324,Full Professor,University of Oregon,,,M,04c128dea2e14a09b3bafd21e35f2581
325,Full Professor,"University of Nebraska, Omaha",,,M,68fa43639f26416f97a1af2ac25423df
326,Full Professor,Drexel University,,,M,145c0966d16a444bb52e3cada1757659
327,Associate Professor,University of New Brunswick,,,F,0f79df0eba3743ed8d4e875f28fdf038
328,Associate Professor,Missouri University of Science & Technology,,,F,a73a81574de44c8098ee6d926dc0cc8a
329,Full Professor,"University of Texas, Austin",,,M,657b3e7935c34983be3cf3086c747a73
330,Assistant Professor,"University of Louisiana, Lafayette",,,M,8207b0ea29a24bd581736214a5c09585
331,Full Professor,University of Houston,,,M,0fd7459d78e24db69b15dc79bd26f847
332,Full Professor,Temple University,,,M,49b69607cf664649b05e5e58a54ad12f
333,Assistant Professor,Cornell University,,,M,1aa08a20dfa24cf5bd40750965ea045f
334,Associate Professor,University of South Florida,,,M,51356daadfeb42bc95b9455ccb03f215
335,Associate Professor,Carnegie Mellon University,,,F,05854eb2e69e42e1a527d05bec552305
336,Full Professor,Massachusetts Institute of Technology,,,M,d68f1557fbec4701803db8a24d0af680
337,Assistant Professor,"University of Nebraska, Lincoln",,,M,e631fc3d6573400698e27d938e3bd494
338,Full Professor,Oregon Health & Science University,,,M,abd44f42d8c443688095f392c2025795
339,Assistant Professor,"University of Texas, San Antonio",,,M,a6ce52b0de484a8fa8ddd36f5bbe0f8d
340,Full Professor,Michigan State University,,,M,3dd0f4da765842d7a30833d719eccc1d
341,Assistant Professor,Oakland University,,,M,bc7beef5b5a240fb9bbbc40ecba06169
342,Full Professor,"University of Colorado, Colorado Springs",,,M,93ed2ec4aabe4a1884bf066a5f7be77e
343,Associate Professor,Queen's University,,,M,b301d88c76534269adae69ba8d621880
344,Full Professor,Georgia Institute of Technology,,,F,d48c65b615564e0dbf987bc5ab85f6d2
345,Full Professor,Massachusetts Institute of Technology,,,M,67eb762dc5aa40798572a81488d43f09
346,Full Professor,University of Florida,,,M,594c66b82ecc4c60a0ef76202124bf47
347,Associate Professor,University of Connecticut,,,M,15e9ee51dfbe44d5a08869d7ab3da6c6
348,Full Professor,Massachusetts Institute of Technology,,,M,02449252f3664229817e4fab545ba5fc
349,Assistant Professor,University of Notre Dame,,,M,7cc2c2eab622465f82a1508401fd46bd
350,Full Professor,Rutgers University,,,M,a61da5d257c647228701a552688d9f77
351,Full Professor,Brigham Young University,,,M,b2a581ec0cda4c8e93e889d75f8ad85c
352,Full Professor,Lehigh University,,,M,8ede38e07ce144718107941e82868ea9
353,Full Professor,"University of Massachusetts, Amherst",,,M,1bbd0e4952194242b7cefae59f97987c
354,Associate Professor,"University of Nebraska, Lincoln",,,M,f5c7d6a08c5f430ea4e98170d1873b0f
355,Full Professor,Carnegie Mellon University,,,M,a158f152de294177a919c3da303507cf
356,Full Professor,University of Toronto,,,M,d5c79022e5ea4326a16da901ac000129
357,Associate Professor,Dartmouth College,,,F,1e80b3dec89743e0b2e8b299412907e0
358,Full Professor,Stanford University,,,M,92126f175b524ed588f5526325f02e32
359,Full Professor,Georgia State University,,,M,fbce31a77cd04f4393d14fd263f3c96b
360,Full Professor,University of Toronto,,,M,06bc8f0c14d24d958e421797275771a0
361,Associate Professor,University of Kentucky,,,M,57d7d47da6bc4fd9bd55357edd7acd7f
362,Associate Professor,McGill University,,,M,9ef2d508c7ac49069c1dedcf9acff539
363,Assistant Professor,University of Chicago,,,F,d4d77d6607ad4f818155c4e9dfdc974c
364,Assistant Professor,Rochester Institute of Technology,,,M,ad696c5ac4bf48f0b9d0d037018baf31
365,Associate Professor,Queen's University,,,M,888025182d784a0a96b02474328c93c5
366,Assistant Professor,California Institute of Technology,,,M,972735d8d4b5426da1a0e7c6d92d40b8
367,Associate Professor,"University of Texas, El Paso",,,M,0e25956c98ff48abb79103479ee331c2
368,Full Professor,University of Hawaii,,,M,b646731862d34637ae6e3833b52edeea
369,Full Professor,Oregon State University,,,M,dd9923c022b74bdbb811a4952485d965
370,Associate Professor,"Washington University, St. Louis",,,F,f69d05dd4b0e4e43920ca335f93adb26
371,Full Professor,University of Pittsburgh,,,M,78549b55807448759dee58a4b8fa306b
372,Assistant Professor,University of Houston,,,F,69e87a09c5004a738ac05e417a4edf44
373,Full Professor,University of Ottawa,,,M,dd8536a1f474402785200b254ced508f
374,Associate Professor,McGill University,,,M,c0e9dbfa1d714ebc83e59e645bf1c30e
375,Associate Professor,University of Hawaii,,,F,b3a020e1c6584323bd493fd4a1003fda
376,Full Professor,Florida Institute of Technology,,,M,13c97c273309413fb4e01b1126036812
377,Assistant Professor,Nova Southeastern University,,,M,90c7d2bf33f2439689b5d24ef70d59fe
378,Assistant Professor,University of South Carolina,,,M,3666fa64ad004cc8910b941ddad6c7da
379,Associate Professor,DePaul University,,,M,7eeda5d931ed49b5839d4e53c97c4167
380,Associate Professor,University of Waterloo,,,M,0678ac4677964d9a9069c9e1e0822e0a
381,Full Professor,Louisiana State University,,,M,3ebe8dee4db940d6a0aad3035eee57a9
382,Associate Professor,Ohio State University,,,M,2d98f8a39e81499d8f39b2017dc7fe76
383,Full Professor,"Stony Brook University, SUNY",,,M,e009571366ae44348b0aac489a67e918
384,Full Professor,"University of California, Davis",,,M,045dcb6f35e64d6ea89c4e895dd856ec
385,Full Professor,"University of Nebraska, Lincoln",,,M,db80d99f06c04b66931d6faf3ce5541d
386,Associate Professor,Massachusetts Institute of Technology,,,F,1f012ca63c224979af19079a81b9aea3
387,Full Professor,University of Memphis,,,M,d8a29a032c364362af0434f53977e6c0
388,Assistant Professor,University of Toledo,,,M,93836e9ad4ff447a8d6515992b7fdd98
389,Full Professor,Massachusetts Institute of Technology,,,M,a2c67d8882414c9ea0c1ce723c67e5c6
390,Full Professor,University of British Columbia,,,M,ce8405dac71f4164975820fb9494ddaf
391,Full Professor,University of Toronto,,,M,6ece6e31cff34e69830161f349c28883
392,Associate Professor,"University of Illinois, Urbana Champaign",,,F,3b542935526c4ef0b0fc55f65ddb7495
393,Full Professor,"University of North Carolina, Charlotte",,,F,3675de0e95674eafa977a05f18017e8b
394,Full Professor,University of Tulsa,,,.,c21b6a8b78324a03b59c588ec8ce1531
395,Associate Professor,Vanderbilt University,,,M,ef013bf8537d419d980383db238814f3
396,Assistant Professor,Columbia University,,,F,5968b0320edd47bb891481c21e46a476
397,Full Professor,York University,,,M,e90df4d2538348478cde6639828d5b72
398,Associate Professor,Cornell University,,,M,73715ee9fdd3494baef48498258de8de
399,Associate Professor,"University of Albany, SUNY",,,M,972a42d3f37f4c2289227adbc769c52f
400,Associate Professor,University of South Florida,,,M,247e03c7cda845b5ba648338d425492c
401,Associate Professor,"University of California, Santa Cruz",,,M,5236e6240373444989d0754490bfd758
402,Assistant Professor,Georgia Institute of Technology,,,M,0371f976c4a64d61a284a75b0abedeb6
403,Full Professor,University of Victoria,,,M,15ed4f8bf66d4d5e9b02f444b4770ab0
404,Associate Professor,University of Ottawa,,,M,00bfe699d38e40259cde7fae77ed5443
405,Full Professor,Georgia Institute of Technology,,,M,65ed1344fac94e91bf63d4bfbbab16e4
406,Assistant Professor,"University of Nebraska, Lincoln",,,M,d4758911d6884d4a93e606cb12bc4e8c
407,Full Professor,"University of Texas, El Paso",,,M,aef766f999d4477ab41746c8f2962a75
408,Assistant Professor,Rutgers University,,,M,0325076e0b1941d49ed42c6aaa340fe3
409,Full Professor,University of Cincinnati,,,M,931311ca8d3c45d2b4127971f29ecc9c
410,Associate Professor,Georgia Institute of Technology,,,F,12a3e1f443fd44e3b3927ed4339eafae
411,Full Professor,University of Montreal,,,M,88e85c771f7a46709c8d99e0f4ca8262
412,Associate Professor,Ohio University,,,M,cdec01cafa7240faa76eb6928b8e0916
413,Full Professor,University of Toronto,,,M,2f250000d5704d12b750ca6ae3f6c99c
414,Full Professor,Massachusetts Institute of Technology,,,M,225672fd8504417dbb313a80597eacdb
415,Full Professor,Pace University,,,M,979fba5a81df4f4f8b4c5b106aa560c5
416,Full Professor,Columbia University,,,M,60ee35b973044733ae630cdbfafabaf6
417,Full Professor,University of Saskatchewan,,,M,f9633ea84586441d9436412ee2865c62
418,Full Professor,University of Delaware,,,M,7d290cd3b3dd499e90b5fba03a7dc149
419,Assistant Professor,"University of Texas, Arlington",,,M,0af8847353c84f2bada8a6a1c7ba676f
420,Assistant Professor,"University of Nebraska, Omaha",,,M,88e637695c004055aac2dec19b9cbe90
421,Associate Professor,Indiana University,,,M,1d0d535d16804a328d7703d0afeecbbd
422,Associate Professor,Georgia Institute of Technology,,,M,126b7c7b3fc548f382f6f82265c794bc
423,Associate Professor,"University of Tennessee, Knoxville",,,M,9a8bdcf3790044b88955f21bbe48e4ff
424,Associate Professor,McGill University,,,M,c412011e2e19439d88c2f706fcbe7bb1
425,Assistant Professor,"University of Illinois, Urbana Champaign",,,F,710580bf1a29407b905d67727958f9bb
426,Assistant Professor,Auburn University,,,M,40c5a69c89fc4bbeb29b9ad69ffa85e9
427,Full Professor,University of Toronto,,,M,9cdf5a1f2d8c4143aaa5e15bc7265113
428,Associate Professor,Northwestern University,,,M,a23847b4aa0044d382d084a2dd44920c
429,Full Professor,Rensselaer Polytechnic Institute,,,M,5bb902dcea5c410d8e468db1e54523c4
430,Full Professor,"University of Texas, Dallas",,,M,29c445c91773414f8279e5e65c54fb80
431,Associate Professor,Simon Fraser University,,,M,0ff1dc3a361d4f07a6d36b4d1671a24c
432,Associate Professor,Queen's University,,,F,f5a5a41f9ff9433ab38cd068080febcc
433,Full Professor,University of Ottawa,,,M,be0ac43b6b974a32867b71061a7db3a2
434,Associate Professor,University of Western Ontario,,,M,c366bb18860c41dd8dcb679677cb8614
435,Full Professor,University of Wyoming,,,M,d421620080724a89bc2411ea1a9fcc67
436,Associate Professor,Dalhousie University,,,M,49f50df67dfb445e85a751eea256b78b
437,Assistant Professor,"University of Alabama, Huntsville",,,M,e7014fa68b8d4ea9aeeea9e6fa61da82
438,Assistant Professor,Johns Hopkins University,,,F,928ace50ba8a47c5b3e1ac44f7d3f1e2
439,Assistant Professor,"University of North Carolina, Charlotte",,,M,531d1df4784948a3896c91a2719c30db
440,Associate Professor,Vanderbilt University,,,M,1bcb18e2bdab4d10a4c970c5376f16a1
441,Associate Professor,Clemson University,,,M,687bfd00b5da4e669d444775b6259ba1
442,Full Professor,"Washington University, St. Louis",,,M,46e5a8128dba4690b6fc064145237df1
443,Full Professor,Arizona State University,,,M,438c7383d9164ae29d232a0b27156a71
444,Full Professor,"University of California, Santa Cruz",,,M,0dd22121c0e1400ca7c70ad639960b55
445,Associate Professor,University of Manitoba,,,M,c2796fb333a743adaf3bb6eb34ab6927
446,Associate Professor,Oregon Health & Science University,,,M,e107a7507e00481b9126e74c5eff1ebf
447,Associate Professor,Indiana University,,,M,89114b4bcafc4dad8886fdd6efc6270b
448,Full Professor,Rutgers University,,,M,159e30fbfa9a40de83d34741a76e7920
449,Full Professor,University of Montreal,,,M,f8e82c00020f49359155c8908853bfed
450,Assistant Professor,Drexel University,,,F,9bc7fec42c6d44d491100635066579c6
451,Full Professor,Indiana University,,,M,1bf6fe0eb9f84e57a743e505f9042d67
452,Associate Professor,Clemson University,,,M,2da3d4c6bbf949ee854cc2c0ea881328
453,Full Professor,Oklahoma State University,,,M,388e26bb4c6c4ab58f7308186b6af219
454,Full Professor,"University of Colorado, Boulder",,,M,e01e10752881473b9a00bc4bf45cfb31
455,Full Professor,Indiana University,,,M,920f26e2d244495c8565d923f37075cd
456,Assistant Professor,University of Rochester,,,M,7448e61c4db0411ba49349de8c34b25e
457,Assistant Professor,California Institute of Technology,,,F,c7cd64aa127c4f789a071cd0b06d7594
458,Full Professor,"University of Wisconsin, Madison",,,F,21ef5e5e497540e8b0d7140dda2a9e4a
459,Associate Professor,"University of North Carolina, Charlotte",,,M,6b9d3145c7ef46efa9c7f9cf72dec072
460,Full Professor,Brigham Young University,,,M,854d3a030b80456fa4d2afc5d3111fa9
461,Full Professor,Rensselaer Polytechnic Institute,,,F,1f6cf3da045a4c379a908dceca8c6bae
462,Full Professor,Pace University,,,M,9542419e1aa04c9e9c959e9cb15e93f4
463,Associate Professor,"University of Massachusetts, Lowell",,,F,09db70f1f41442a8aa33052b7be8c662
464,Full Professor,Worcester Polytechnic Institute,,,M,37a5d3c7ec6f4ee6b4f68ff9d4268974
465,Associate Professor,Pennsylvania State University,,,M,40f18637665e4649ae94c66b95bbc921
466,Assistant Professor,University of Delaware,,,F,bed0f29200b6494294b9dae9d32ce4d9
467,Full Professor,Northeastern University,,,M,eb861d558c6b46f692625b6a41b6ee3c
468,Full Professor,Lehigh University,,,M,40db159c41ac40c5b138c620fce3ead2
469,Assistant Professor,"University of Illinois, Urbana Champaign",,,M,ccad90d19c4f42b3846442d531bb2045
470,Full Professor,"University of California, Irvine",,,M,d81e7ec0893d443e8487badd93e9f4d6
471,Full Professor,"Stony Brook University, SUNY",,,M,99f9c67c375b462291f1d5941d8e2112
472,Full Professor,"University of California, Los Angeles",,,M,0848e6869a8a4c6db25f2fdfc302de94
473,Full Professor,"University of Missouri, Kansas City",,,M,0e7d351426a34c918bb1e567d8831255
474,Full Professor,Rutgers University,,,M,1c65ae0862d84620bd63ce89c258e8ea
475,Associate Professor,University of Western Ontario,,,M,0ff632f6b97d44069e713699cbfe9a62
476,Full Professor,Carnegie Mellon University,,,M,bfa70e94900645d98ced82eaa4817c0e
477,Associate Professor,Boston University,,,M,e1744a89b54a4a19b61c717fdc227e45
478,Associate Professor,University of Calgary,,,M,fbc3b5d099df49b6bf01ac19b95cebbd
479,Full Professor,Carnegie Mellon University,,,M,6b27c735a27f4873ad0133f552f5b97d
480,Full Professor,University of Victoria,,,M,5915f79caae4434fa87296eedc3c5a7e
481,Assistant Professor,University of Montreal,,,M,dc52021529554761a42ce7e6d9604055
482,Full Professor,University of Toronto,,,M,9d043059959e4044b2cdc5a753f0b3d7
483,Associate Professor,University of Michigan,,,M,03f8fa2b28cd4ff3b61a60d0745bd5aa
484,Associate Professor,Memorial University of Newfoundland,,,M,f3bdebfbbaaa48e3b046e5028ac1d5fb
485,Full Professor,Nova Southeastern University,,,M,150da86d6bc54be49f816dfbb9e5ebfd
486,Full Professor,"University of Buffalo, SUNY",,,M,f650e3bbba8448d1b09e51b95fe2279b
487,Associate Professor,University of Waterloo,,,M,149d913468be4159a3a10c06fda790a9
488,Full Professor,University of New Hampshire,,,M,a4fbf3f5994b4b23b064aec8deb4288a
489,Associate Professor,"University of California, Santa Cruz",,,M,a884ce8c89a64c8783bc6855f70861f8
490,Full Professor,University of Calgary,,,M,479bf0544d8f469c9cf8174b8896d059
491,Full Professor,Georgia Institute of Technology,,,M,c6e8cd266fd54daf9ff05b074e2f06e9
492,Associate Professor,"University of Illinois, Urbana Champaign",,,M,ff2ef7ad4d3e418c91973d08a01c9d1f
493,Full Professor,Queen's University,,,M,bf850fe2515c4ae19fd56a72930f13b1
494,Full Professor,North Carolina State University,,,M,56994bd179034b5ca1c3c57f88eab8fc
495,Assistant Professor,Georgia Institute of Technology,,,F,22b07659399e4f3b89ac372ea0c74f52
496,Full Professor,Concordia University,,,M,14c29e4ca5084079b3514e440d67ded3
497,Full Professor,Clemson University,,,M,c467ce7facf9408ab6b287e6ab3e945a
498,Full Professor,"Stony Brook University, SUNY",,,M,6f3907e539c7458fa4cd0527d834b1bb
499,Associate Professor,Stanford University,,,M,54be0bd36aae411c8a396be6d961ffc0
500,Full Professor,"University of California, Santa Barbara",,,M,4ebaa9ebd61b4f02bb75e8bb097b1c90
501,Full Professor,Temple University,,,M,b6439f7ea25e4bf888aad6c67f3f3b77
502,Full Professor,University of Washington,,,M,0feabe0b271c4332ac41f96cfd9d084e
503,Associate Professor,Polytechnic Institute of New York University,,,M,b4c1e52387bc4d8c8fb780924603606d
504,Assistant Professor,Dalhousie University,,,M,8891c0c83cc047a0b256e1dfbbe7bdf7
505,Associate Professor,University of Hawaii,,,M,cd2d9d261e374a0e97f1ca9a0d173871
506,Associate Professor,Rutgers University,,,M,78307287c7504e35a79ebcc5e81afc1c
507,Associate Professor,Pennsylvania State University,,,M,ca4aa8aec5d44bd5aa3efa4d04ac72f1
508,Full Professor,New Jersey Institute of Technology,,,M,f17ee635b3dc40de985edba1ac925e8f
509,Associate Professor,University of Connecticut,,,M,013bec8e494845288fef519b0ebe8e5d
510,Full Professor,University of Alberta,,,M,b8e51d7589e74e7994f0b079923289a0
511,Full Professor,University of New Brunswick,,,M,b76a21d2ad82484195c0b8f87eb47d62
512,Assistant Professor,North Dakota State University,,,M,b90bf659400546d5a72e7fd45f2cfb7d
513,Full Professor,Duke University,,,M,d1206ff429254eaf994e72f1c4feca47
514,Full Professor,Texas A&M University,,,M,4ab5deb810794c3db9e6e55302d4d0f3
515,Full Professor,Stanford University,,,M,9b3e33d5b14c4ab890294044206ac4fc
516,Full Professor,Simon Fraser University,,,M,b85c16b52daf435c86868821b5fda240
517,Associate Professor,McMaster University,,,M,09c2f77b280c46099d81266ab216978f
518,Full Professor,Massachusetts Institute of Technology,,,M,21aef796adc049e2bad35c0a4bed34ac
519,Full Professor,Stanford University,,,M,1505f4efab1540508d544111b2b535bc
520,Full Professor,University of Victoria,,,M,49b3a47574b3454a9c53957ba61b8f5a
521,Associate Professor,Northeastern University,,,M,435da48e46ef46e18e6eb2c2e2d19e86
522,Full Professor,Kansas State University,,,M,b45cee2dad3f48caa8262ab3ddea3d59
523,Associate Professor,"University of California, Irvine",,,M,459e669b248146bf8ba8f39c3114fd12
524,Full Professor,Florida Atlantic University,,,F,e7f4dea596304786b9b527e5c20bb7c7
525,Full Professor,University of Oregon,,,M,9126b43af8df4475a858cd328d2e85e9
526,Full Professor,University of New Brunswick,,,M,48f3c86c67ed4bb8ad3920ba269154ea
527,Full Professor,"University of Texas, Austin",,,M,f0e12bbed841479e82c27c0f5d7aeced
